recording_time_s,mission_time_s,horizontal_saturated,altitude_saturated,attitude_saturated,mixer_saturated,any_saturated
0.007052421569824219,,0,0,0,0,0
0.015970945358276367,,0,0,0,0,0
0.02559208869934082,,0,0,0,0,0
0.03632807731628418,0.007348775863647461,0,0,0,0,0
0.04672408103942871,0.017744779586791992,0,0,0,0,0
0.05619192123413086,0.02721261978149414,0,0,0,0,0
0.06635165214538574,0.03737235069274902,0,0,0,0,0
0.07662773132324219,0.04764842987060547,0,0,0,0,0
0.08666753768920898,0.057688236236572266,0,0,0,0,0
0.09610486030578613,0.06712555885314941,0,0,0,0,0
0.10764837265014648,0.07866907119750977,0,0,0,0,0
0.11672592163085938,0.08774662017822266,0,0,0,0,0
0.12651610374450684,0.09753680229187012,0,0,0,0,0
0.13647031784057617,0.10749101638793945,0,0,0,0,0
0.14687466621398926,0.11789536476135254,0,0,0,0,0
0.15743279457092285,0.12845349311828613,0,0,0,0,0
0.16575098037719727,0.13677167892456055,0,0,0,0,0
0.17657804489135742,0.1475987434387207,0,0,0,0,0
0.1871201992034912,0.1581408977508545,0,0,0,0,0
0.19643688201904297,0.16745758056640625,0,0,0,0,0
0.2076578140258789,0.1786785125732422,0,0,0,0,0
0.21583271026611328,0.18685340881347656,0,0,0,0,0
0.22620439529418945,0.19722509384155273,0,0,0,0,0
0.23650217056274414,0.20752286911010742,0,0,0,0,0
0.245819091796875,0.21683979034423828,0,0,0,0,0
0.25658440589904785,0.22760510444641113,0,0,0,0,0
0.2662990093231201,0.2373197078704834,0,0,0,0,0
0.27562689781188965,0.24664759635925293,0,0,0,0,0
0.287109375,0.2581300735473633,0,0,0,0,0
0.2966494560241699,0.2676701545715332,0,0,0,0,0
0.30684518814086914,0.2778658866882324,0,0,0,0,0
0.3163778781890869,0.2873985767364502,0,0,0,0,0
0.32616162300109863,0.2971823215484619,0,0,0,0,0
0.33595752716064453,0.3069782257080078,0,0,0,0,0
0.3471226692199707,0.318143367767334,0,0,0,0,0
0.3557724952697754,0.32679319381713867,0,0,0,0,0
0.3659491539001465,0.33696985244750977,0,0,0,0,0
0.37660837173461914,0.3476290702819824,0,0,0,0,0
0.3860158920288086,0.3570365905761719,0,0,0,0,0
0.39593958854675293,0.3669602870941162,0,0,0,0,0
0.40612268447875977,0.37714338302612305,0,0,0,0,0
0.416168212890625,0.3871889114379883,0,0,0,0,0
0.42596936225891113,0.3969900608062744,0,0,0,0,0
0.435943603515625,0.4069643020629883,0,0,0,0,0
0.4460005760192871,0.4170212745666504,0,0,0,0,0
0.4558994770050049,0.42692017555236816,0,0,0,0,0
0.4661417007446289,0.4371623992919922,0,0,0,0,0
0.4760477542877197,0.447068452835083,0,0,0,0,0
0.48616814613342285,0.45718884468078613,0,0,0,0,0
0.4962892532348633,0.46730995178222656,0,0,0,0,0
0.5062670707702637,0.47728776931762695,0,0,0,0,0
0.5156161785125732,0.4866368770599365,0,0,0,0,0
0.5256814956665039,0.4967021942138672,0,0,0,0,0
0.5355947017669678,0.506615400314331,0,0,0,0,0
0.5470197200775146,0.5180404186248779,0,0,0,0,0
0.5559391975402832,0.5269598960876465,0,0,0,0,0
0.5655391216278076,0.5365598201751709,0,0,0,0,0
0.5762696266174316,0.5472903251647949,0,0,0,0,0
0.5860774517059326,0.5570981502532959,0,0,0,0,0
0.5958976745605469,0.5669183731079102,0,0,0,0,0
0.6062178611755371,0.5772385597229004,0,0,0,0,0
0.6166684627532959,0.5876891613006592,0,0,0,0,0
0.6260783672332764,0.5970990657806396,0,0,0,0,0
0.6359055042266846,0.6069262027740479,0,0,0,0,0
0.6461305618286133,0.6171512603759766,0,0,0,0,0
0.656264066696167,0.6272847652435303,0,0,0,0,0
0.6662225723266602,0.6372432708740234,0,0,0,0,0
0.6761395931243896,0.6471602916717529,0,0,0,0,0
0.6856045722961426,0.6566252708435059,0,0,0,0,0
0.6961698532104492,0.6671905517578125,0,0,0,0,0
0.7063672542572021,0.6773879528045654,0,0,0,0,0
0.7158961296081543,0.6869168281555176,0,0,0,0,0
0.7261624336242676,0.6971831321716309,0,0,0,0,0
0.736213207244873,0.7072339057922363,0,0,0,0,0
0.7461912631988525,0.7172119617462158,0,0,0,0,0
0.7560768127441406,0.7270975112915039,0,0,0,0,0
0.7655045986175537,0.736525297164917,0,0,0,0,0
0.7761006355285645,0.7471213340759277,0,0,0,0,0
0.7865514755249023,0.7575721740722656,0,0,0,0,0
0.796398401260376,0.7674190998077393,0,0,0,0,0
0.8064043521881104,0.7774250507354736,0,0,0,0,0
0.8164019584655762,0.7874226570129395,0,0,0,0,0
0.8256218433380127,0.796642541885376,0,0,0,0,0
0.8360822200775146,0.8071029186248779,0,0,0,0,0
0.846257209777832,0.8172779083251953,0,0,0,0,0
0.8560161590576172,0.8270368576049805,0,0,0,0,0
0.866112470626831,0.8371331691741943,0,0,0,0,0
0.8762152194976807,0.847235918045044,0,0,0,0,0
0.8860723972320557,0.857093095779419,0,0,0,0,0
0.8961448669433594,0.8671655654907227,0,0,0,0,0
0.9060101509094238,0.8770308494567871,0,0,0,0,0
0.917046308517456,0.8880670070648193,0,0,0,0,0
0.926184892654419,0.8972055912017822,0,0,0,0,0
0.9364705085754395,0.9074912071228027,0,0,0,0,0
0.9464938640594482,0.9175145626068115,0,0,0,0,0
0.9558513164520264,0.9268720149993896,0,0,0,0,0
0.9664566516876221,0.9374773502349854,0,0,0,0,0
0.9754283428192139,0.9464490413665771,0,0,0,0,0
0.9858362674713135,0.9568569660186768,0,0,0,0,0
0.9954595565795898,0.9664802551269531,0,0,0,0,0
1.0058317184448242,0.9768524169921875,0,0,0,0,0
1.0156214237213135,0.9866421222686768,0,0,0,0,0
1.0258443355560303,0.9968650341033936,0,0,0,0,0
1.0354576110839844,1.0064783096313477,0,0,0,0,0
1.0463805198669434,1.0174012184143066,0,0,0,0,0
1.0560901165008545,1.0271108150482178,0,0,0,0,0
1.0655248165130615,1.0365455150604248,0,0,0,0,0
1.076101541519165,1.0471222400665283,0,0,0,0,0
1.085557222366333,1.0565779209136963,0,0,0,0,0
1.095618486404419,1.0666391849517822,0,0,0,0,0
1.10563325881958,1.0766539573669434,0,0,0,0,0
1.1153268814086914,1.0863475799560547,0,0,0,0,0
1.1253101825714111,1.0963308811187744,0,0,0,0,0
1.1353459358215332,1.1063666343688965,0,0,0,0,0
1.145341157913208,1.1163618564605713,0,0,0,0,0
1.1554124355316162,1.1264331340789795,0,0,0,0,0
1.1654160022735596,1.1364367008209229,0,0,0,0,0
1.1753158569335938,1.146336555480957,0,0,0,0,0
1.1854267120361328,1.156447410583496,0,0,0,0,0
1.1953556537628174,1.1663763523101807,0,0,0,0,0
1.2056949138641357,1.176715612411499,0,0,0,0,0
1.2154560089111328,1.186476707458496,0,0,0,0,0
1.2252843379974365,1.1963050365447998,0,0,0,0,0
1.2353918552398682,1.2064125537872314,0,0,0,0,0
1.2453083992004395,1.2163290977478027,0,0,0,0,0
1.2553505897521973,1.2263712882995605,0,0,0,0,0
1.2654345035552979,1.2364552021026611,0,0,0,0,0
1.2757360935211182,1.2467567920684814,0,0,0,0,0
1.2858028411865234,1.2568235397338867,0,0,0,0,0
1.2953248023986816,1.266345500946045,0,0,0,0,0
1.3051929473876953,1.2762136459350586,0,0,0,0,0
1.3152637481689453,1.2862844467163086,0,0,0,0,0
1.3256196975708008,1.296640396118164,0,0,0,0,0
1.3354487419128418,1.306469440460205,0,0,0,0,0
1.3460018634796143,1.3170225620269775,0,0,0,0,0
1.3558735847473145,1.3268942832946777,0,0,0,0,0
1.3659749031066895,1.3369956016540527,0,0,0,0,0
1.3760695457458496,1.347090244293213,0,0,0,0,0
1.3861114978790283,1.3571321964263916,0,0,0,0,0
1.3959181308746338,1.366938829421997,0,0,0,0,0
1.406430721282959,1.3774514198303223,0,0,0,0,0
1.4160590171813965,1.3870797157287598,0,0,0,0,0
1.4261484146118164,1.3971691131591797,0,0,0,0,0
1.435967206954956,1.4069879055023193,0,0,0,0,0
1.4465341567993164,1.4175548553466797,0,0,0,0,0
1.4560916423797607,1.427112340927124,0,0,0,0,0
1.46547269821167,1.4364933967590332,0,0,0,0,0
1.4762415885925293,1.4472622871398926,0,0,0,0,0
1.4862799644470215,1.4573006629943848,0,0,0,0,0
1.4960901737213135,1.4671108722686768,0,0,0,0,0
1.5057148933410645,1.4767355918884277,0,0,0,0,0
1.5160846710205078,1.487105369567871,0,0,0,0,0
1.5255963802337646,1.496617078781128,0,0,0,0,0
1.5360636711120605,1.5070843696594238,0,0,0,0,0
1.5461463928222656,1.517167091369629,0,0,0,0,0
1.556018590927124,1.5270392894744873,0,0,0,0,0
1.565786361694336,1.5368070602416992,0,0,0,0,0
1.5759177207946777,1.546938419342041,0,0,0,0,0
1.5860836505889893,1.5571043491363525,0,0,0,0,0
1.5960142612457275,1.5670349597930908,0,0,0,0,0
1.6061930656433105,1.5772137641906738,0,0,0,0,0
1.6159415245056152,1.5869622230529785,0,0,0,0,0
1.6257898807525635,1.5968105792999268,0,0,0,0,0
1.6352088451385498,1.606229543685913,0,0,0,0,0
1.645538330078125,1.6165590286254883,0,0,0,0,0
1.65578293800354,1.6268036365509033,0,0,0,0,0
1.6659653186798096,1.6369860172271729,0,0,0,0,0
1.6762025356292725,1.6472232341766357,0,0,0,0,0
1.6859519481658936,1.6569726467132568,0,0,0,0,0
1.6961414813995361,1.6671621799468994,0,0,0,0,0
1.705543041229248,1.6765637397766113,0,0,0,0,0
1.7159266471862793,1.6869473457336426,0,0,0,0,0
1.725694179534912,1.6967148780822754,0,0,0,0,0
1.7360045909881592,1.7070252895355225,0,0,0,0,0
1.745922327041626,1.7169430255889893,0,0,0,0,0
1.7559897899627686,1.7270104885101318,0,0,0,0,0
1.7659051418304443,1.7369258403778076,0,0,0,0,0
1.7758235931396484,1.7468442916870117,0,0,0,0,0
1.785917043685913,1.7569377422332764,0,0,0,0,0
1.7958571910858154,1.7668778896331787,0,0,0,0,0
1.8060963153839111,1.7771170139312744,0,0,0,0,0
1.815955400466919,1.7869760990142822,0,0,0,0,0
1.8261518478393555,1.7971725463867188,0,0,0,0,0
1.8358638286590576,1.806884527206421,0,0,0,0,0
1.8460767269134521,1.8170974254608154,0,0,0,0,0
1.8563082218170166,1.8273289203643799,0,0,0,0,0
1.866243600845337,1.8372642993927002,0,0,0,0,0
1.8758280277252197,1.846848726272583,0,0,0,0,0
1.8860242366790771,1.8570449352264404,0,0,0,0,0
1.896277666091919,1.8672983646392822,0,0,0,0,0
1.9062025547027588,1.877223253250122,0,0,0,0,0
1.9160690307617188,1.887089729309082,0,0,0,0,0
1.925779104232788,1.8967998027801514,0,0,0,0,0
1.9357914924621582,1.9068121910095215,0,0,0,0,0
1.9454238414764404,1.9164445400238037,0,0,0,0,0
1.9560015201568604,1.9270222187042236,0,0,0,0,0
1.966106653213501,1.9371273517608643,0,0,0,0,0
1.9761743545532227,1.947195053100586,0,0,0,0,0
1.9861111640930176,1.9571318626403809,0,0,0,0,0
1.9959197044372559,1.9669404029846191,0,0,0,0,0
2.0061662197113037,1.977186918258667,0,0,0,0,0
2.016373634338379,1.9873943328857422,0,0,0,0,0
2.026076316833496,1.9970970153808594,0,0,0,0,0
2.0359766483306885,2.0069973468780518,0,0,0,0,0
2.0455269813537598,2.016547679901123,0,0,0,0,0
2.056295394897461,2.027316093444824,0,0,0,0,0
2.066167116165161,2.0371878147125244,0,0,0,0,0
2.075408458709717,2.04642915725708,0,0,0,0,0
2.0853843688964844,2.0564050674438477,0,0,0,0,0
2.0954887866973877,2.066509485244751,0,0,0,0,0
2.1055524349212646,2.076573133468628,0,0,0,0,0
2.115910768508911,2.0869314670562744,0,0,0,0,0
2.1258249282836914,2.0968456268310547,0,0,0,0,0
2.1358847618103027,2.106905460357666,0,0,0,0,0
2.1460609436035156,2.117081642150879,0,0,0,0,0
2.1560311317443848,2.127051830291748,0,0,0,0,0
2.1658685207366943,2.1368892192840576,0,0,0,0,0
2.1764144897460938,2.147435188293457,0,0,0,0,0
2.1859798431396484,2.1570005416870117,0,0,0,0,0
2.1959545612335205,2.166975259780884,0,0,0,0,0
2.2062270641326904,2.1772477626800537,0,0,0,0,0
2.2160778045654297,2.187098503112793,0,0,0,0,0
2.2260122299194336,2.197032928466797,0,0,0,0,0
2.2358932495117188,2.206913948059082,0,0,0,0,0
2.245992660522461,2.217013359069824,0,0,0,0,0
2.2565042972564697,2.227524995803833,0,0,0,0,0
2.266148090362549,2.237168788909912,0,0,0,0,0
2.2761499881744385,2.2471706867218018,0,0,0,0,0
