time,actual_x,actual_y,actual_z,reference_x,reference_y,reference_z,tracking_error,actual_speed,reference_speed,clearance,segment_index
0.00021230100537650287,0.0,0.0,1.4698927842708098,1.2182129100397741e-07,2.3823637012523608e-07,1.5000000919066165,0.030107307636995744,0.03957587082250416,4.254147804839839e-05,1.9500000000000002,0
0.004897100006928667,0.0,0.0,1.4700893786197085,1.2182129100397741e-07,2.3823637012523608e-07,1.5000000919066165,0.02991071328810493,0.039318869779745816,4.254147804839839e-05,1.9500000000000002,0
0.00988126199808903,2.196927213351421e-11,4.2941540127838075e-11,1.4702846989915688,1.2182129100397741e-07,2.3823637012523608e-07,1.5000000919066165,0.029715392916252047,0.03906407437205639,4.254147804839839e-05,1.9499999999780309,0
0.014883527008350939,1.2972995068608088e-10,2.535725298278458e-10,1.4704787568308748,1.2182129100397741e-07,2.3823637012523608e-07,1.5000000919066165,0.02952133507695178,0.03881156786122893,4.254147804839839e-05,1.9499999998702702,0
0.020188249996863306,4.463795102412804e-10,8.725015444579043e-10,1.4706715624941233,9.780141887171578e-07,1.911633447815586e-06,1.500000737494325,0.02932917507873511,0.03856113264997483,0.00017013363058826663,1.9499999995536206,0
0.02469159400789067,1.1700664712093747e-09,2.2870333106977696e-09,1.4708631303725832,9.780141887171578e-07,1.911633447815586e-06,1.500000737494325,0.029137607200674577,0.038313575693298345,0.00017013363058826663,1.9499999988299337,0
0.029851783998310566,2.609321124436731e-09,5.100137384220731e-09,1.4710534734919387,9.780141887171578e-07,1.911633447815586e-06,1.500000737494325,0.028947264081604147,0.038068623876362194,0.00017013363058826663,1.949999997390679,0
0.034738788002869114,5.2150398227592394e-09,1.0192884320256474e-08,1.471242605018562,9.780141887171578e-07,1.911633447815586e-06,1.500000737494325,0.02875813255507633,0.03782630534195876,0.00017013363058826663,1.9499999947849604,0
0.040482370008248836,9.606955626760658e-09,1.8776114796789274e-08,1.471430536868172,3.297930203229126e-06,6.442801207884554e-06,1.5000024856741907,0.0285719497174226,0.03758636997142835,0.0003816051178652106,1.9499999903930445,0
0.044610004988498986,1.659765056237679e-08,3.243731022952731e-08,1.4716172849284208,3.297930203229126e-06,6.442801207884554e-06,1.5000024856741907,0.028385201659272462,0.03734961217588816,0.0003816051178652106,1.9499999834023496,0
