recording_time_s,mission_time_s,goal_x,goal_y,goal_z,reference_x,reference_y,reference_z,actual_x,actual_y,actual_z,goal_error_x,goal_error_y,goal_error_z,goal_position_error,tracking_error_x,tracking_error_y,tracking_error_z,tracking_error,goal_yaw,reference_yaw,yaw_error,body_velocity_x,body_velocity_y,body_velocity_z,map_velocity_x,map_velocity_y,map_velocity_z,speed,roll,pitch,yaw,angular_speed_x,angular_speed_y,angular_speed_z,commanded_motor_rpm_m1,commanded_motor_rpm_m2,commanded_motor_rpm_m3,commanded_motor_rpm_m4,horizontal_saturated,altitude_saturated,attitude_saturated,mixer_saturated,raw_obstacle_distance,safety_clearance,mission_waypoint_index,mission_complete,mission_success,navigation_goal_index,navigation_visited_goals,navigation_complete,navigation_success,interactive_ready,interactive_active,interactive_goal_count,collision_state,external_wrench_active,external_force_x,external_force_y,external_force_z,integral_compensation_x,integral_compensation_y
0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.2,1.9500000000000002,,,,,,,,,,,,,0.0,0.0,0.0,,
0.005010366439819336,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,,,,,,,,,,,,,0.0,0.0,0.0,,
0.010003089904785156,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,,,,,,,,,,,,,0.0,0.0,0.0,,
0.015101432800292969,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,,0.0,0.0,0.0,,
0.020061969757080078,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.02509331703186035,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.030074596405029297,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.03504443168640137,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.0400545597076416,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.04515981674194336,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.05016613006591797,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.055143117904663086,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.05999398231506348,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.06500506401062012,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.07003998756408691,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.07505345344543457,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.08003425598144531,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.08498907089233398,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
0.09006142616271973,,0.0,0.0,1.5,,,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.2,1.9500000000000002,0,0,,,,,,,,,,0,0.0,0.0,0.0,,
